[検索タイプ] : 企業検索,,,,,,,,,,,
[検索条件] : 〔 業種（東証） ： 水産・農林業 OR 鉱　業 OR 建設業 OR 食料品 OR 繊維製品 OR パルプ・紙 OR 化　学 OR 医薬品 OR 石油・石炭製品 OR ゴム製品 OR ガラス・土石製品 OR 鉄　鋼 OR 非鉄金属 OR 金属製品 OR 機　械 OR 電気機器 OR 輸送用機器 OR 精密機器 OR その他製品 OR 電気・ガス業 OR 陸運業 OR 海運業 OR 空運業 OR 倉庫・運輸関連業 OR 情報・通信業 OR 卸売業 OR 小売業 OR 銀行業 OR 証券、商品先物取引業 OR 保険業 OR その他金融業 OR 不動産業 OR サービス業 〕 AND 〔 決算月 ： 3月 〕 AND 〔 連結/非連結 ： 連結 〕 AND 〔 その他表示項目 ： 時価総額（直近終値ベース） 〕,,,,,,,,,,,
[並び順] : 〔 証券コード ： 昇順 〕,,,,,,,,,,,
,,,,,,,,,,,
[No],[証券コード],[EDINETコード],[企業名],[業種（東証）],[上場市場],[決算月],[会計方式],[連結/非連結],[監査法人],[時価総額（直近終値ベース）[百万円]],[ウォッチリスト]
1856,8860,E03953,フジ住宅㈱,不動産業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 23,104 ",--
1857,8864,E03958,空港施設㈱,不動産業,東証一部,3月末日,日本基準,連結,東陽監査法人," 35,602 ",--
1858,8869,E03967,明和地所㈱,不動産業,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 15,608 ",--
1859,8871,E03971,㈱ゴールドクレスト,不動産業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 65,806 ",--
1860,8876,E05047,㈱リログループ,サービス業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 359,129 ",--
1861,8877,E03977,エスリード㈱,不動産業,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 25,920 ",--
1862,8881,E03984,㈱日神グループホールディングス,不動産業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 21,926 ",--
1863,8890,E05179,㈱レーサム,不動産業,JASDAQ スタンダード,3月末日,日本基準,連結,三優監査法人," 39,123 ",--
1864,8891,E03991,ＡＭＧホールディングス㈱,不動産業,東証二部、名証二部,3月末日,日本基準,連結,監査法人アンビシャス," 2,783 ",--
1865,8897,E03997,㈱タカラレーベン,不動産業,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 42,713 ",--
1866,8919,E33622,㈱カチタス,不動産業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 241,064 ",--
1867,8920,E04018,㈱東祥,サービス業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 79,388 ",--
1868,8922,E04020,日本アセットマーケティング㈱,不動産業,東証マザーズ,3月末日,日本基準,連結,ＵＨＹ東京監査法人," 87,534 ",--
1869,8934,E04031,サンフロンティア不動産㈱,不動産業,東証一部,3月末日,日本基準,連結,三優監査法人," 49,048 ",--
1870,8935,E04032,㈱エフ・ジェー・ネクスト,不動産業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 35,408 ",--
1871,8938,E04034,グローム・ホールディングス㈱,不動産業,JASDAQ グロース,3月末日,日本基準,連結,赤坂有限責任監査法人," 20,084 ",--
1872,8995,E04049,㈱誠建設工業,不動産業,東証二部,3月末日,日本基準,連結,清稜監査法人," 1,239 ",--
1873,8999,E04044,グランディハウス㈱,不動産業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 13,192 ",--
1874,9001,E04094,東武鉄道㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 625,249 ",--
1875,9003,E04097,相鉄ホールディングス㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 224,262 ",--
1876,9005,E04090,東急㈱,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 994,167 ",--
1877,9006,E04089,京浜急行電鉄㈱,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 413,365 ",--
1878,9007,E04088,小田急電鉄㈱,陸運業,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 1,079,329 ",--
1879,9008,E04092,京王電鉄㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 895,999 ",--
1880,9009,E04091,京成電鉄㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 636,197 ",--
1881,9010,E04093,富士急行㈱,陸運業,東証一部,3月末日,日本基準,連結,きさらぎ監査法人," 304,061 ",--
1882,9012,E04136,秩父鉄道㈱,陸運業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任あずさ監査法人," 3,523 ",--
1883,9014,E04098,新京成電鉄㈱,陸運業,東証一部,3月末日,日本基準,連結,東陽監査法人," 23,721 ",--
1884,9017,E04155,新潟交通㈱,陸運業,東証二部,3月末日,日本基準,連結,高志監査法人," 7,813 ",--
1885,9020,E04147,東日本旅客鉄道㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 3,179,167 ",--
1886,9021,E04148,西日本旅客鉄道㈱,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 1,316,572 ",--
1887,9022,E04149,東海旅客鉄道㈱,陸運業,東証一部、名証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 3,692,550 ",--
1888,9024,E04154,㈱西武ホールディングス,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 468,050 ",--
1889,9025,E04341,鴻池運輸㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 65,096 ",--
1890,9027,E04232,㈱ロジネット　ジャパン,陸運業,札証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 23,065 ",--
1891,9029,E04228,㈱ヒガシトゥエンティワン,陸運業,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 9,443 ",--
1892,9031,E04110,西日本鉄道㈱,陸運業,東証一部、福証上場,3月末日,日本基準,連結,EY新日本有限責任監査法人," 226,017 ",--
1893,9033,E04123,広島電鉄㈱,陸運業,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 28,222 ",--
1894,9034,E04223,南総通運㈱,陸運業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 5,600 ",--
1895,9035,E04222,第一交通産業㈱,陸運業,福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 27,615 ",--
1896,9037,E04220,㈱ハマキョウレックス,陸運業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 59,127 ",--
1897,9039,E04218,㈱サカイ引越センター,陸運業,東証一部,3月末日,日本基準,連結,新日本有限責任監査法人," 121,258 ",--
1898,9041,E04102,近鉄グループホールディングス㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 792,200 ",--
1899,9042,E04103,阪急阪神ホールディングス㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 919,227 ",--
1900,9044,E04106,南海電気鉄道㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 278,629 ",--
1901,9045,E04105,京阪ホールディングス㈱,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 409,155 ",--
1902,9046,E04109,神戸電鉄㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 28,215 ",--
1903,9048,E04101,名古屋鉄道㈱,陸運業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 442,773 ",--
1904,9049,E04108,京福電気鉄道㈱,陸運業,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 5,502 ",--
1905,9051,E04215,センコン物流㈱,陸運業,JASDAQ スタンダード,3月末日,日本基準,連結,ＲＳＭ清和監査法人," 4,690 ",--
1906,9052,E04125,山陽電気鉄道㈱,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 43,790 ",--
1907,9055,E04211,㈱アルプス物流,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 36,112 ",--
1908,9057,E04209,遠州トラック㈱,陸運業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任あずさ監査法人," 19,400 ",--
1909,9058,E04208,トランコム㈱,倉庫・運輸関連業,東証一部、名証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 85,483 ",--
1910,9059,E04194,カンダホールディングス㈱,陸運業,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 11,666 ",--
1911,9060,E04206,日本ロジテム㈱,陸運業,JASDAQ スタンダード,3月末日,日本基準,連結,新日本有限責任監査法人," 4,827 ",--
1912,9062,E04319,日本通運㈱,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 877,440 ",--
1913,9063,E04195,岡山県貨物運送㈱,陸運業,東証二部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 6,377 ",--
1914,9064,E04187,ヤマトホールディングス㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 1,153,680 ",--
1915,9065,E04324,山九㈱,陸運業,東証一部、福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 322,491 ",--
1916,9066,E04320,㈱日新,倉庫・運輸関連業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 31,341 ",--
1917,9067,E04182,㈱丸運,陸運業,東証一部,3月末日,日本基準,連結,清陽監査法人," 7,733 ",--
1918,9068,E04178,丸全昭和運輸㈱,陸運業,東証一部,3月末日,日本基準,連結,ＥＹ新日本有限責任監査法人," 68,640 ",--
1919,9069,E04179,センコーグループホールディングス㈱,陸運業,東証一部,3月末日,日本基準,連結,太陽有限責任監査法人," 159,835 ",--
1920,9070,E04185,トナミホールディングス㈱,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 49,097 ",--
1921,9072,E04191,ニッコンホールディングス㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 163,025 ",--
1922,9073,E04197,京極運輸商事㈱,陸運業,JASDAQ スタンダード,3月末日,日本基準,連結,有限責任監査法人トーマツ," 2,016 ",--
1923,9074,E04327,日本石油輸送㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 8,623 ",--
1924,9075,E04334,福山通運㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 226,985 ",--
1925,9076,E04198,セイノーホールディングス㈱,陸運業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 314,011 ",--
1926,9077,E04180,名鉄運輸㈱,陸運業,名証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 15,915 ",--
1927,9078,E04199,㈱エスライン,陸運業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 9,930 ",--
1928,9081,E04158,神奈川中央交通㈱,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 45,675 ",--
1929,9082,E04159,大和自動車交通㈱,陸運業,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 4,299 ",--
1930,9083,E04160,神姫バス㈱,陸運業,東証二部,3月末日,日本基準,連結,新日本有限責任監査法人," 20,398 ",--
1931,9085,E04161,北海道中央バス㈱,陸運業,札証上場,3月末日,日本基準,連結,EY新日本有限責任監査法人," 10,491 ",--
1932,9086,E04111,㈱日立物流,陸運業,東証一部,3月末日,IFRS基準,連結,EY新日本有限責任監査法人," 379,903 ",--
1933,9087,E04354,タカセ㈱,陸運業,JASDAQ スタンダード,3月末日,日本基準,連結,みおぎ監査法人," 2,132 ",--
1934,9090,E30443,㈱丸和運輸機関,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 202,479 ",--
1935,9099,E31635,㈱Ｃ＆Ｆロジホールディングス,陸運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 42,184 ",--
1936,9101,E04235,日本郵船㈱,海運業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 865,580 ",--
1937,9104,E04236,㈱商船三井,海運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 587,461 ",--
1938,9107,E04237,川崎汽船㈱,海運業,東証一部、名証一部、福証上場,3月末日,日本基準,連結,EY新日本有限責任監査法人," 320,799 ",--
1939,9110,E04239,ＮＳユナイテッド海運㈱,海運業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 54,197 ",--
1940,9115,E04242,明治海運㈱,海運業,東証一部,3月末日,日本基準,連結,神明監査法人," 15,876 ",--
1941,9119,E04243,飯野海運㈱,海運業,東証一部、福証上場,3月末日,日本基準,連結,有限責任あずさ監査法人," 48,678 ",--
1942,9127,E04246,玉井商船㈱,海運業,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 1,491 ",--
1943,9130,E04251,共栄タンカー㈱,海運業,東証一部,3月末日,日本基準,連結,PwCあらた有限責任監査法人," 6,632 ",--
1944,9142,E32679,九州旅客鉄道㈱,陸運業,東証一部、福証上場,3月末日,日本基準,連結,有限責任監査法人トーマツ," 430,849 ",--
1945,9143,E32292,ＳＧホールディングス㈱,陸運業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 1,652,857 ",--
1946,9171,E04254,栗林商船㈱,海運業,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 4,649 ",--
1947,9179,E04269,川崎近海汽船㈱,海運業,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 8,237 ",--
1948,9193,E04336,東京汽船㈱,倉庫・運輸関連業,東証二部,3月末日,日本基準,連結,有限責任あずさ監査法人," 5,995 ",--
1949,9201,E04272,日本航空㈱,空運業,東証一部,3月末日,IFRS基準,連結,有限責任あずさ監査法人," 1,155,807 ",--
1950,9202,E04273,ＡＮＡホールディングス㈱,空運業,東証一部,3月末日,日本基準,連結,有限責任監査法人トーマツ," 1,359,412 ",--
1951,9232,E04340,㈱パスコ,空運業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 23,647 ",--
1952,9268,E33616,㈱オプティマスグループ,卸売業,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 6,209 ",--
1953,9274,E02516,国際紙パルプ商事㈱,卸売業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 18,919 ",--
1954,9301,E04283,三菱倉庫㈱,倉庫・運輸関連業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 300,825 ",--
1955,9302,E04284,三井倉庫ホールディングス㈱,倉庫・運輸関連業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 59,246 ",--
1956,9303,E04285,㈱住友倉庫,倉庫・運輸関連業,東証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 125,738 ",--
1957,9304,E04286,澁澤倉庫㈱,倉庫・運輸関連業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 32,383 ",--
1958,9305,E04291,㈱ヤマタネ,卸売業,東証一部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 17,016 ",--
1959,9306,E04287,東陽倉庫㈱,倉庫・運輸関連業,東証一部、名証一部,3月末日,日本基準,連結,有限責任あずさ監査法人," 12,701 ",--
1960,9307,E04294,㈱杉村倉庫,倉庫・運輸関連業,東証二部,3月末日,日本基準,連結,EY新日本有限責任監査法人," 9,215 ",--
